label,tweet,sentiment
sadness,wagelaseh cuti ditolak di antara orang paling eug sendirian yang [not] pernah balik ke rumah lu sih pong ada libur panjang enggak langsung kabur,neg
happy,lalu beliau balas mengapai [not] ut tinggal mengomong og hngg [pos] sih bapak berlalu dan ku masih terkagum sampai saat ini beliau enggak jahat seperti yang tergambar di rangkaian tweetku sebelumnya beliau hanya butuh ku dan temenku mengomong beliau mau tau masalah kita tuh apa,pos
happy,di sd sampai gue dulu kalau ada yang ketahuan bawa artikel terkait pornografi dijejerin depan kelas ditendangin tulang keringnya satu satu oleh wali kelas gue enggak pernah ketahuan [url],pos
fear,ya allah semoga [not] ada lagi manusia super hero di dpr,neg
sadness,padahal enggak sampai jam allah sudah kasih jawaban atas masalahku aku saja yang terlalu buru buru berburuk sangka astagfirullahalazim memaafi dian ya allah [neg],neg
sadness,terkadang [not] tahu kabarmu sama sekali membuat hatiku tenang entah bagaimana dirimu dan dengan siapa aku [not] peduli namun perasaan seperti itu hanya sesaat bisakah kau menghilang jauh dariku doaku saat ini aku ingin kau lenyap [not] terdengar kabar apapun darimu,neg
happy,saya juga merancang skenario surprise buat istrinya dan dijamin istrinya pasti happy banget saya saja happy banget kayaknya saya cocok jadi tim kreatif acara2 reality show yang ada unsur2 romantis2nya misal program lamaran atau katakan cinta kalau katakan putus enggak deh,pos
happy,masuk ke artikel ce [not] mediaku waktu itu tapi lupa edisi tahun berapa dan alhamdulillah tulisanku juga menang lomba dalam rangka hari kesehatan jiwa sedunia waktu itu kak [url],pos
sadness,iya e mas aku cuma mentingin mengaji dan ngejar khataman dulu indak bisa tiap waktu ngabarin halo kamu lagi mengapai kalo cuma jadi bahan biar kuat merasa tersakiti banget mah mas mengapai dulu mau sama aku ehe,neg
fear,ya allah semoga kue bikinan bunda kali ini dengan resep dari google berhasil kasianin aku ya allah kan soleh mau ultah masa gagal maning gagal maning,neg
fear,intelektual muda baru saja nih ada kasus orang yang naik pesawat tapi dia becanda bawa bom sampai akhirnya bikin orang orang panik,neg
fear,pertanyaan yang bakal ditanya nanti pas lebaran itu pasti begini galuh sudah selesai alhamdulillah sudah bisa jawab sekarang kerja dimana alhamdulillah sudah bisa jawab kapan nikahnya alhamdulillah eum itu anu eh jederrrrrrr,neg
happy,jiyeeee jiyeee jeng domi habis menang lawan kei langsung di sambut hangat girl friend kimlad halaaah sandiwara [username] [username] [username] [username],pos
sadness,anak zaman now lulusan saja pakai toga segala un di aula2 mahal lah kita dulu lulus sd paling banter perpisahan ke cibodas orang anyer naik bis,neg
sadness,di kereta duduk sebrangan sama pasangan bapak2 dan ibu-ibu yang tidurnya pelukan terus dari jogja sampai lewat cirebon sampai jakarta kukena sakit gula kaykanya [neg],neg
sadness,terus pasti langsung diomongin selak tua cari uang ya bareng bareng sama suami itu bapak mama mu sudah pengin gendong cucu belajar itu nanti pas sudah berkeluarga pasti tau itu sih anu una unu sudah pada nikah itu sih bla beli blu anaknya sudah hmm ya mlipir,neg
sadness,penghasilan bersih 10jt saja kadang berasa enggak cukup kalo gaya hidupnya ketinggian mau berapapun penghasilan yang penting sih manajemen keuangan harus bagus kalo gue dan istri sangat buruk makanya sampai sekarang [not] kebeli rumah,neg
fear,tapi ya gik percaya sama aku pasti kalo suami dan keluarga suami kita pemikiran nya beda sama kita pasti kita dianggep pemberon [not] karena apa apa kan harus nurut suami,neg
happy,bahagiain orang terus kamu kapan bahagianya yuk ya saya bahagia dengan cara itu asal orang lain bahagia apalagi karena saya bahagia saya malah jadi dua kali lipat [pos],pos
happy,[username] rambut aku kering ngembang dan ikal naturally terus makin parah karena tiap hari banget pakai hair dryer jadi kasihan saja pengin di treatment akhirnya keratin karena dia hasilnya bikin tekstur rambut bagus dan rapi,pos
sadness,saya terenyuh sekaligus kagum kalau ada kesempatan untuk melakukan hal yang sama pasti saya akan lakukan saya yakin dia pun juga [not] ragu untuk melakukan penyelamatan tersebut rest ini peace razzan [url],neg
love,enggak mengerti lagi deh gue kok bisa2nya ada orang di dunia ini yang berdiri saja tuh sudah keren t shirt doang gila enggak itu [username] [username] [url],pos
happy,menemukan bacaan yang bikin mengakak di setiap paragrafnya duh suka banget gua sama penulisnya,pos
happy,ya enggak lah ahahahaha iya kalo wiraswasta agak susah kadang bagus kadang tiba tiba mati makanya harus hati hati banget tapi untungnya orang sekitar dan terutama istri gue keren sih toko gue jual duren karena mau lebaran jadi jual kue yang pent,pos
sadness,yaallah beri ia pacar baru yang nerimo yang gemati yang enggak pelit yang mau bayarin makan yang suka mengajak duluan yang enggak rewel biar sakit hatinya hilang amin,neg
sadness,iya maunya juga nikah tapi lalaki nya nu manaaaaaaa kamu sih enak punya calon lah aku bantal guling mau dipeluk saja hamdalah,neg
sadness,ku sudah prepare semaksimal mungkin pakai recehan khas anak sekolah macam aku tapi aku orgnya enggak bisa boongan kalo keluarga lagi butuh yaudah aku kasih semua yang aku punya toh mereka juga janjiin bakal balikin tapi ekspektasi kan kadang suka,neg
happy,ingat jaman sd sekitar kelas 4an tiap pulang sekolah pasti mampir ke rumahnya [username] buat main dan menonton meteor garden sama mamahnya ikut mandi sama makan juga baru pulang kalo sudah di telepon mamah haha,pos
sadness,sebagai anggota komite medik di rs tempat saya bekerja kami kadang membicarakan death case di rapat komite medik membicarakan pasien yang meninggal dalam perawatan di rs bagaimanapun [not] pernah menyenangkan wlopun [not] pasien sendiri pun,neg
sadness,yaudah tuh mulai dari situ aku hopeless padahal niat aku tuh ngebahagiain diri aku sendiri dengan usaha aku sendiri karena aku mikir siapa lagi yang bakal ngewujudin wish aku tahun ini kecuali diri aku sendiri,neg
sadness,kelaperan di stasiun beli paket es teh roti o dan duduk sambil nyruput es teh padahal di sebelah ada orang-orang pada sholat aku merasa seperti syaitonirojim,neg
happy,nasip gue dan adek gue hampir sama kita sama-sama enggak niat daftar poltekkes hampir mau cabut pas mau tes ngasal isi jawaban enggak ada harapan mau masuk situ ujung2nya keterima [pos] cuman gue jurusan kesehatan lingkungan dia kebidanan,pos
happy,pas istirahat enggak jajan karena cuma pengin main bekel di depan kelas atau main benteng bentengan di lapangan haha btw i miss about itu,pos
sadness,salah seorang teman bertanya sakit mana dengan sakit hati jika saya dapatkan rasa sakit yang sama saat patah hati dengan rasa sakit saat mendapat tindakan dokter yakinlah saya [not] hanya mengatakan iya saat dia meminta maaf mungkin akan ada pelajaran buat ia pahami sakit itu apa,neg
sadness,sedari tadi hidung meler terus waktu terawih tenggorokan rasanya sakit yaps setelah memakan ini jadi mencair semuanya hehehe [url],neg
sadness,ngebahas travel sama sih eman membuka luka lama dari serangkaian luka yang bisa dibuat agen travel dan oknum2nya what the worst can happen tapi you,neg
fear,banyak sebenarnya yang mau saya ceritain tapi saya [not] ut yang baca jadi tertarik ke sini terutama perempuan because i sama kinda possessive bitch for these things,neg
sadness,ya gusti ini apaan coba lagi cantik menempel banget di kepala memang lagi manjaahh lagi pengin dimanjahhh memang lagi cantik tapi [not] [not] cantik,neg
happy,mayoritas kakak kakaknya datang sepulang kerja masih pakai pakaian kerja terus terbayang begitu tahun lagi amin ada di posisi itu ternyata saya sudah sebesar itu,pos
fear,jam [not] nongol juga eh sampai jam ditelponin bilangnya bersiap ke tkp kosan yang lantai kamar super gede sudah lengang banget menunggu waswas sms pak ini saya jadi dijemput kan,neg
fear,hati-hati sis [username] leptopku juga habis update terus restart malah jadi black screen pointernya muter2 terus enggak bisa log ini restore pun enggak bisa karena enggak sengaja kehapus,neg
fear,cuman bedanya sih memang adek gue suka begitu sama bau2 kesehatan jadi memang masih agak niat lah lah gue memang asal saja daptar2 mana saja maklum lah pas itu masih [not] ut kalau enggak kuliah tapi berasa sih kuliah di tempat yang [not] passion kesan nya kayak budak nilai,neg
happy,well ternyata yang punya bali nature lumayan awet baunya tadi sore iseng usap2 di tangan terus ditempelin ke bantal ku tinggal pergi sejam jam eh baunya masih ninggal lumayan alternatif untukku yang sering wahing kena farfumm [url],pos
sadness,rt [username] dia suka mengopi tapi [not] bersamamu dia suka jalan jalan tapi [not] jalan denganmu dia suka apa saja yang juga kau suka tapi dia [not] menyukaimu,neg
love,gue lagi mendengarkan lagu-lagu zayn malik dulu gue benci banget sama doi gara-gara keluar dari 1d deh begitu gayanya tengil tapi semenjak rilis lagu pillow talk boleh juga wqwq terus lanjut deh sampai sekarang suka mendengarkan lagu-lagunya memang terkadang manusia sering menjilat ludah sendiri,pos
fear,sudah hampir maghrib sih bapak supir cerita kalo feeling enggak enak banget setelah aku carter mimpi kecelakaan begitu-gitu dan benar-benar [not] ut kejadian intinya aku enggak dijemput repotin keluarga juga malu masa pesan travel saja enggak pintar,neg
love,ku tatap wajahmu saat pertama kita bertemu terasa bergetar jiwaku saat kau tersenyum padaku i love lu [username],pos
sadness,rangorang sibuk memikirkan nastar saya masih memikirkan bagaimana ini needle automatic microneedlingnya [not] datang apparently im [not] behind at kultur lebaran as if eating nastar is religous moment,neg
sadness,sedih dan mendengarkan lagu lagu sedih [not] liriknya melainkan musiknya saja untuk menemani malam ini karena ku yakin ku [not] bisa tidur cepat malam ini,neg
fear,intisarinya [not] main hp samsek digojek geng even sudah dekat rumah tinggal ngesot gila ya astagfirullahaladzim orang jaman sekarang tuh ya apa juga dilakuin hik,neg
sadness,ini kakinya diapakan sih harusnya ya ampun sakit banget nyeri orang rumah sudah pada jengah kali ya aku aduh aduh mulu gara-gara serangan mendadak di kaki,neg
sadness,hampir tahun di jogja sekarang lagi packing perasaan kemarin sudah di cicil di bawa pulang tapi tetap masih saja berasa banyak padahal bajunya itu2 saja,neg
happy,senyum2 sendiri baca karena memang gue ngalamain yang rata-rata di twit haha kayak di suruh beli minyak tanah ke warung terus dirigenya ditendang2 pakai dengkul kaki,pos
happy,kagum sih sama dia she si younger tahan me badannya kecil kayak anak sampai sekarang mimpin satu cabang besar isi orang dan cabangnya one of the best di region banten,pos
sadness,[username] [username] salah satunya karena terutama pejabat negeri ini suka mencari cari kesalahan kelemahan pejabat lainnya [not] sama sama cari solusi bagaimana bangsa ini bisa maju dan berkarya,neg
sadness,sudah habis tuh bpk kuomelin ya allah pak bpk yakin enggak jemput saya nih cuma karena feeling saja percaya tuh sama allah paak blablablaa tapi bapanya bersikukuh lalu tinggallah daku sendiri tiada yang menemani di kosan segede itu,neg
sadness,enggak bisa tidur malas bongkarin tidur pakai jeans berharap segera pagi pagi tiba langsung naik bus pertama yang lewat depan kos dengan koper2ku sampai malang dengan kudu menangis [not] kusangka ada travel agent yang sedemikian busyuuk,neg
sadness,hati kecil ini selalu berkata jujur dan selalu membuat penyesalan setelah apa yang dilakukan itu salah selalau mengingat bagai mana cara keluar dari zona yang kelam menuju kebenaran hidup itu pilihan berlaku baik atau pudar ketulusan,neg
happy,dapat driver [username] orang ba [not] marga tampubolon nama depan disembunyikan yang seumuran sudah deh di jalan mengobrol ketawa ketawa serasa lagi mengobrol sama sepupu sendiri halak hita dang adong matinya mauliate godang lae hu horas,pos
sadness,dari siang sampai sekarang perut sudah enggak karuan susah ngejelasin bagaimana sakitnya karena memang beda banget sama hamil yang pertama [not] merasai perut kencang atau kontraksi atau keram lainnya tapi lebih ke mual dan di kocok2 ke level yang lebih parah,neg
sadness,kadang pulang cerita ke anak isteri habis menonton konser a b sih dan gratis karena sembari kerja tapi tiap anaknya bertanya konser ina itu kelewatan sedih,neg
sadness,aku [not] mampu mencegah hatiku untuk [not] terus merindukanmu meski aku sadar bahwa rasa rindu ini hanya akan membuatku bertambah sakit,neg
happy,terima kasih sudah bekerja keras kasih kita army musik yang berkualitas musik yang keren musik yang inspiratif musik yang menyembuhkan sehat selalu terus berkarya we love lu rm,pos
happy,habis sahur sembahyang subuh balek tidur lagi bangun jam dan sampai ruangan jam kurang menit sptinya saya harus mengapresiasi diri sendiri karena dpet mandi seragaman pakai bedak sama gincu dan berjalan dalam waktu menit,pos
happy,habis sahur sembahyang subuh balek tidur lagi bangun jam dan sampai ruangan jam kurang menit sptinya saya harus mengapresiasi diri sendiri karena dpet mandi seragaman pakai bedak sama gincu dan berjalan dalam waktu menit,pos
fear,sedihnya tuh ketika sedang seperti ini enggak ada tempat sampah jadinya menyampah saja di twitter maaf ya followerku [neg] btw aku bingung deh tadi nimbang terus pup 2x habis itu turun lagi jadi ini timbangannya yang labil apa bagaimana,neg
love,aku hanyalah ciptaan tuhan [not] superhero apalagi malaikat aku hanya bisa melakukan apa yang aku lakukan dek itulah aku anak nomor tiga yang murah hati dan aku mohon semoga kamu cepat tau dek,pos
fear,suami enggak dukung lahiran normal dari awal nyuruh sesar saja [not] ut akunya enggak kuat melahirkan anak aku jadi [not] ut juga bawaannya tapi kalo dengar testimoni orang yang sc enggak ada yang bilang lebih enak dari normal,neg
sadness,terkejut diri ini kan lalu perut ku kruyukan akhirnya ku putuskan untuk searching dimane foodcourt nya eh pas searching no signal breh tri ku di thamrin dan tanabang [not] berfungsi samsek,neg
sadness,kesalahan malam ini tadi masak indomi sebungkus lalu merasa itu terlalu dikit dan masak satu bungkus lagi terus sekarang enek sendiri lihatnya susah amat menahan napsu duniawi,neg
happy,empat tahun lalu ketika orang orang hepi karena keterima kerja sekolah lagi gue hepi karena nama gue nongol di daftar ini [pos] foto [username] [url],pos
love,aku hanyalah ciptaan tuhan [not] superhero apalagi malaikat aku hanya bisa melakukan apa yang aku lakukan dek itulah aku anak nomor tiga yang murah hati dan aku mohon semoga kamu cepat tau dek,pos
happy,makan nasi padang di senen kemudian menonton live music di taman suropati sampai malam dan mengobrol tentang semuanya sampai bisik2 ditelinga hehe baliknya naik transj dan mengobrol lagi then he walk me home literally walk and talk sayangnya best date with cowok yang kurang tepat hehe [url],pos
sadness,[username] cibiru entah kenapa begitu daya tariknya kencang banget sekarang lagi sayang sayangnya begitu tapi apa daya bentar lagi mau enggak mau harus siap meninggalkan,neg
